Loan Term (months),Default Amount,Servicer Fee,SeniorLoanStatus,OutstandingBalance,Product,TotalInterestPaid,Default - Servicer Definition,Unique ID,Employer,Bucket,MaxArrears,TermOutstanding,APR/Interest Rate,LoanStatus,Start Date,CCJ_LTM,OPB,PurposeOfLoan,Unnamed: 16,DelinquentEver,DelinquentEverDate,BorrowerStatus,Default Date,TotalCapitalPaid,Original Principal Balance,MonthlyPayment,Credit Score,DelinquentAccountStatus,MaxArrearsDate,Seasoning,Currency_Name,Eligibility Flag,Days Past Due,Status of Loan,Country,LTV (for secured products),Currency
60,,1.00,Default,0.00,Neyber Loan,1370.75,Non Default,2859,Police Mutual,Great,4,0,4.20,Repaid,2016-09-12,0,0.00,Debt Consolidation,0,1,2017-09-30,Cleared Arrears ,2021-12-29,13000.00,"13,000",240.65,452,Closed,2021-08-31,82,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1489.59,Non Default,3828,Police Mutual,Great,0,0,4.20,Repaid,2016-07-25,0,0.00,Car purchase,0,0,, ,,14000.00,"14,000",258.8,504,Closed,,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1890.82,Non Default,12185,Police Mutual,Great,0,0,6.90,Repaid,2017-11-13,0,0.00,Debt Consolidation,0,0,, ,,24000.00,"24,000",473.31,428,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1040.84,Non Default,1271,Police Mutual,Great,0,0,4.20,Repaid,2016-05-04,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",184.65,472,Closed,,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3130.78,Non Default,2749,Police Mutual,Good,4,0,9.90,Repaid,2016-07-08,0,0.00,Debt Consolidation,0,1,2016-09-30,Query ,2021-09-28,12100.00,"12,100",255.54,393,Closed,2021-05-31,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,441.24,Non Default,2915,Police Mutual,Great,0,0,4.90,Repaid,2016-06-17,0,0.00,Other,0,0,, ,,5000.00,"5,000",114.74,511,Closed,,85,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,911.11,Non Default,4209,Police Mutual,Great,0,0,4.20,Repaid,2016-08-16,0,0.00,Debt Consolidation,0,0,, ,,8500.00,"8,500",157.28,523,Closed,,83,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,361.15,Non Default,11787,Police Mutual,Great,0,0,4.90,Repaid,2017-10-24,0,0.00,Debt Consolidation,0,0,, ,,12000.00,"12,000",358.91,491,Closed,,69,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,584.58,Non Default,1096,Police Mutual,Great,0,0,4.20,Repaid,2016-03-23,0,0.00,Debt Consolidation,0,0,, ,,9000.00,"9,000",266.47,515,Closed,,88,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1206.63,Non Default,1932,Police Mutual,Great,0,0,4.20,Repaid,2016-01-27,0,0.00,Debt Consolidation,0,0,, ,,14500.00,"14,500",267.98,750,Closed,,90,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,3011.79,1.00,Default,2431.45,Neyber Loan,1499.38,Default,2857,Police Mutual,Great,4,9,4.20,Active,2016-02-02,0,2431.45,Home Improvements,0,1,2017-08-29,Insolvency - Individual Voluntary Arrangement - Confirmed no payments,2020-05-28,12568.55,"15,000",277.04,548,Default,2020-03-29,89,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,579.98,Non Default,1565,Police Mutual,Great,0,0,4.20,Repaid,2016-02-26,0,0.00,Debt Consolidation,0,0,, ,,9000.00,"9,000",266.33,531,Closed,,89,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,7204.12,2.00,Default,5157.34,Neyber Loan,1285.02,Default,4879,Police Mutual,Great,4,19,4.20,Active,2016-10-07,0,5157.34,Debt Consolidation,0,1,2019-01-30,Insolvency - Individual Voluntary Arrangement - Confirmed no payments,2019-10-31,9842.66,"15,000",277.84,561,Default,2020-02-29,81,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,2.00,Default,0.00,Neyber Loan,1145.77,Non Default,10019,Police Mutual,Great,0,0,4.90,Repaid,2017-02-23,0,0.00,Debt Consolidation,0,0,, ,,12000.00,"12,000",275.46,541,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3113.68,Non Default,8068,Police Mutual,OK,2,0,11.90,Repaid,2016-09-23,0,0.00,Debt Consolidation,0,1,2018-04-30,Other ,,15000.00,"15,000",328.87,342,Closed,2018-04-30,82,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,442.73,Non Default,8073,Police Mutual,Great,0,0,4.90,Repaid,2016-10-31,0,0.00,Car purchase,0,0,, ,,7000.00,"7,000",209.17,429,Closed,,81,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1645.87,Non Default,3225,Police Mutual,OK,0,0,14.90,Repaid,2016-08-30,0,0.00,Debt Consolidation,0,0,, ,,7000.00,"7,000",162.83,247,Closed,,83,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,5517.65,2.00,Default,0.00,Neyber Loan,1084.47,Non Default,28474,Police Mutual,Good,4,0,9.90,Repaid,2018-10-15,0,0.00,Debt Consolidation,0,1,2018-11-30,,2019-09-27,6400.00,"6,400",161.41,357,Closed,2022-07-31,57,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,639.92,Non Default,9993,Police Mutual,Great,0,0,4.20,Repaid,2016-08-01,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",295.78,492,Closed,,83,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,750.43,Non Default,4285,Police Mutual,Great,4,0,4.90,Repaid,2016-05-17,0,0.00,Car purchase,0,1,2020-05-30, ,2020-09-27,7500.00,"7,500",172.35,532,Closed,2020-05-30,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1223.50,Non Default,278,Police Mutual,Great,0,0,4.20,Repaid,2016-05-11,0,0.00,Home Improvements,0,0,, ,,15000.00,"15,000",277.71,541,Closed,,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,2.00,Default,0.00,Neyber Loan,1203.91,Non Default,1313,Police Mutual,Good,4,0,4.20,Repaid,2016-08-22,0,0.00,Debt Consolidation,0,1,2016-12-30, ,2021-01-26,13800.00,"13,800",312.69,404,Closed,2020-09-28,83,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,255.26,Non Default,8861,Police Mutual,Great,0,0,4.90,Repaid,2016-03-29,0,0.00,Debt Consolidation,0,0,, ,,5000.00,"5,000",218.98,507,Closed,,88,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,743.68,Non Default,8835,Police Mutual,Great,0,0,4.20,Repaid,2016-04-25,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",184.84,542,Closed,,87,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1352.76,Non Default,10499,Police Mutual,Great,0,0,4.20,Repaid,2016-09-14,0,0.00,Home Improvements,0,0,, ,,12500.00,"12,500",231.34,537,Closed,,82,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2899.73,Non Default,8247,Police Mutual,Good,0,0,9.90,Repaid,2017-06-28,0,0.00,Debt Consolidation,0,0,,,,11000.00,"11,000",231.08,414,Closed,,73,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,866.21,Non Default,2078,Police Mutual,Great,0,0,4.90,Repaid,2017-06-09,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",345.04,502,Closed,,73,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,886.02,Non Default,4871,Police Mutual,Great,0,0,4.20,Repaid,2016-04-01,0,0.00,Debt Consolidation,0,0,, ,,12700.00,"12,700",234.59,515,Closed,,87,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,814.58,Non Default,9311,Police Mutual,Great,0,0,4.20,Repaid,2016-07-04,0,0.00,Debt Consolidation,0,0,, ,,12000.00,"12,000",272.29,524,Closed,,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1183.85,Non Default,24,Police Mutual,Great,0,0,4.20,Repaid,2016-04-07,0,0.00,Car purchase,0,0,, ,,11000.00,"11,000",203.74,531,Closed,,87,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,1295.83,Non Default,2435,Police Mutual,Great,0,0,4.20,Repaid,2016-10-20,0,0.00,Car purchase,0,0,, ,,12000.00,"12,000",221.95,545,Closed,,81,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,954.59,Non Default,941,Police Mutual,Great,0,0,4.20,Repaid,2016-01-18,0,0.00,Car purchase,0,0,, ,,12000.00,"12,000",222.0,504,Closed,,90,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,325.43,Non Default,1101,Police Mutual,Great,0,0,4.90,Repaid,2016-07-22,0,0.00,Other,0,0,, ,,5500.00,"5,500",164.54,454,Closed,,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
72,,1.00,Default,0.00,Neyber Loan,1246.87,Non Default,320,Police Mutual,Good,0,0,4.20,Repaid,2016-02-02,0,0.00,Holiday/Travel,0,0,, ,,10000.00,"10,000",156.99,378,Closed,,89,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,500.33,Non Default,4138,Police Mutual,Great,0,0,4.90,Repaid,2016-05-11,0,0.00,Home Improvements,0,0,, ,,7000.00,"7,000",209.69,550,Closed,,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,524.73,Non Default,10024,Police Mutual,Great,0,0,4.90,Repaid,2016-05-27,0,0.00,Debt Consolidation,0,0,, ,,7000.00,"7,000",209.25,518,Closed,,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3328.31,Non Default,3283,Police Mutual,Good,0,0,11.90,Repaid,2016-11-14,0,0.00,Debt Consolidation,0,0,, ,,11000.00,"11,000",242.08,374,Closed,,80,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,808.91,Non Default,620,Police Mutual,Good,0,0,9.90,Repaid,2016-06-10,0,0.00,Debt Consolidation,0,0,, ,,7000.00,"7,000",176.76,376,Closed,,85,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1006.50,Non Default,10367,Police Mutual,Great,0,0,4.20,Repaid,2016-04-18,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",277.48,476,Closed,,87,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,351.99,Non Default,2938,Police Mutual,Great,4,0,8.90,Repaid,2017-04-07,0,0.00,Other,0,1,2017-09-30, ,2019-08-28,3600.00,"3,600",164.67,433,Closed,2019-04-30,75,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,699.28,Non Default,196,Police Mutual,Good,1,0,4.90,Repaid,2016-02-16,0,0.00,Debt Consolidation,0,1,2016-08-31, ,,7000.00,"7,000",160.86,389,Closed,2019-02-28,89,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,371.06,Non Default,551,Police Mutual,Great,0,0,4.90,Repaid,2017-04-12,0,0.00,Other,0,0,, ,,8000.00,"8,000",239.63,428,Closed,,75,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,210.52,Non Default,46,Police Mutual,Great,0,0,6.90,Repaid,2016-04-25,0,0.00,Holiday/Travel,0,0,, ,,2000.00,"2,000",61.54,463,Closed,,87,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1615.09,Non Default,4862,Police Mutual,Great,0,0,4.20,Repaid,2016-04-07,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",277.83,497,Closed,,87,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,696.89,Non Default,8189,Police Mutual,Great,0,0,4.90,Repaid,2016-06-09,0,0.00,Car purchase,0,0,, ,,7000.00,"7,000",161.02,493,Closed,,85,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,840.59,Non Default,3859,Police Mutual,Great,4,0,4.20,Repaid,2015-06-21,0,0.00,Debt Consolidation,0,1,2020-05-31, ,2020-09-28,8000.00,"8,000",147.94,538,Closed,2020-05-31,97,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,854.81,Non Default,9286,Police Mutual,Great,0,0,4.20,Repaid,2016-07-21,0,0.00,Other,0,0,, ,,8000.00,"8,000",147.95,614,Closed,,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,208.14,Non Default,11269,Police Mutual,OK,0,0,9.90,Repaid,2017-09-16,0,0.00,Holiday/Travel,0,0,, ,,3000.00,"3,000",138.25,346,Closed,,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,4427.59,1.00,Default,3497.63,Neyber Loan,490.04,Default,9062,Police Mutual,Good,4,32,11.90,Active,2016-10-24,0,3497.63,Debt Consolidation,0,1,2017-08-30,Insolvency - Individual Voluntary Arrangement - Confirmed no payments,2017-09-30,1502.37,"5,000",109.72,368,Default,2018-06-30,81,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,140.51,Non Default,8421,Police Mutual,Good,0,0,6.90,Repaid,2016-07-04,0,0.00,Other,0,0,, ,,2000.00,"2,000",89.22,407,Closed,,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1418.81,Non Default,9102,Police Mutual,Great,0,0,4.20,Repaid,2015-07-17,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",277.53,457,Closed,,96,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,465.64,Non Default,8581,Police Mutual,Great,0,0,4.90,Repaid,2015-09-11,0,0.00,Home Improvements,0,0,, ,,6000.00,"6,000",179.75,571,Closed,,94,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,901.91,Non Default,2890,Police Mutual,Great,0,0,4.20,Repaid,2016-07-18,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",277.47,488,Closed,,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,615.65,Non Default,23848,Police Mutual,Great,0,0,8.90,Repaid,2018-03-20,0,0.00,Other,0,0,, ,,3800.00,"3,800",94.02,447,Closed,,64,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1600.22,Non Default,1257,Police Mutual,Great,4,0,4.20,Repaid,2016-03-23,0,0.00,Debt Consolidation,0,1,2017-08-30,Cleared Arrears ,2021-07-28,15000.00,"15,000",277.35,425,Closed,2021-03-30,88,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1425.80,Non Default,4290,Police Mutual,Good,1,0,11.90,Repaid,2016-06-14,0,0.00,Debt Consolidation,0,1,2018-02-28, ,,6000.00,"6,000",156.77,373,Closed,2020-04-30,85,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2322.91,Non Default,9120,Police Mutual,Good,0,0,9.90,Repaid,2016-03-29,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",315.1,395,Closed,,88,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,406.27,Non Default,3793,Police Mutual,Great,0,0,4.90,Repaid,2016-07-13,0,0.00,Holiday/Travel,0,0,, ,,5000.00,"5,000",94.11,533,Closed,,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,489.45,Non Default,4329,Police Mutual,Great,0,0,4.90,Repaid,2016-05-02,0,0.00,Car purchase,0,0,, ,,5000.00,"5,000",114.66,500,Closed,,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1122.85,Non Default,222,Police Mutual,Great,0,0,4.20,Repaid,2016-07-20,0,0.00,Home Improvements,0,0,, ,,10500.00,"10,500",194.21,483,Closed,,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,2.00,Default,0.00,Neyber Loan,290.80,Non Default,26227,Police Mutual,Great,0,0,8.90,Repaid,2018-07-11,0,0.00,Holiday/Travel,0,0,, ,,3000.00,"3,000",137.1,557,Closed,,60,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,7801.50,2.00,Default,0.00,Neyber Loan,2029.74,Non Default,25659,Police Mutual,Great,4,0,5.90,Repaid,2018-06-22,0,0.00,Debt Consolidation,0,1,2018-07-25,,2020-12-23,13300.00,"13,300",255.93,479,Closed,2022-05-25,61,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,520.21,Non Default,9807,Police Mutual,Great,0,0,4.90,Repaid,2016-08-24,0,0.00,Debt Consolidation,0,0,, ,,6000.00,"6,000",112.76,513,Closed,,83,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,876.25,Non Default,10090,Police Mutual,Great,0,0,4.90,Repaid,2016-11-26,0,0.00,Debt Consolidation,0,0,, ,,7500.00,"7,500",140.92,524,Closed,,80,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1873.93,Non Default,4870,Police Mutual,Great,0,0,5.90,Repaid,2016-04-05,0,0.00,Debt Consolidation,0,0,, ,,16000.00,"16,000",307.24,430,Closed,,87,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1421.80,Non Default,8267,Police Mutual,Good,0,0,9.90,Repaid,2016-07-14,0,0.00,Home Improvements,0,0,, ,,10000.00,"10,000",210.87,389,Closed,,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1113.11,Non Default,11853,Police Mutual,Great,0,0,4.90,Repaid,2017-10-30,0,0.00,Car purchase,0,0,, ,,15000.00,"15,000",281.72,469,Closed,,69,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,453.80,Non Default,10096,Police Mutual,Great,0,0,4.90,Repaid,2016-09-23,0,0.00,Debt Consolidation,0,0,, ,,6000.00,"6,000",179.44,428,Closed,,82,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,351.15,Non Default,4899,Police Mutual,Great,0,0,4.90,Repaid,2017-05-05,0,0.00,Other,0,0,, ,,11800.00,"11,800",221.45,489,Closed,,74,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1097.67,Non Default,10140,Police Mutual,Great,4,0,4.20,Repaid,2016-05-31,0,0.00,Car purchase,0,1,2020-06-30, ,2020-10-28,13000.00,"13,000",294.27,453,Closed,2020-06-30,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,689.77,Non Default,1070,Police Mutual,Great,0,0,4.90,Repaid,2016-04-06,0,0.00,Debt Consolidation,0,0,, ,,6800.00,"6,800",156.48,483,Closed,,87,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,275.54,Non Default,3829,Police Mutual,Great,0,0,4.20,Repaid,2016-09-16,0,0.00,Debt Consolidation,0,0,, ,,8000.00,"8,000",237.0,499,Closed,,82,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1393.67,Non Default,3985,Police Mutual,Good,0,0,9.90,Repaid,2017-03-24,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",210.28,424,Closed,,76,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,662.30,Non Default,499,Police Mutual,Good,1,0,9.90,Repaid,2016-05-24,0,0.00,Holiday/Travel,0,1,2017-08-30, ,,7000.00,"7,000",224.55,379,Closed,2017-08-30,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1053.65,Non Default,10453,Police Mutual,Great,1,0,4.20,Repaid,2016-08-01,0,0.00,Debt Consolidation,0,1,2017-05-31,Cleared Arrears ,,10300.00,"10,300",190.25,433,Closed,2019-09-30,83,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,533.05,Non Default,9988,Police Mutual,Great,0,0,4.20,Repaid,2016-07-05,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",184.63,426,Closed,,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,2419.01,Non Default,27993,Police Mutual,OK,0,0,14.90,Repaid,2018-09-24,0,0.00,Car purchase,0,0,, ,,9000.00,"9,000",209.84,346,Closed,,58,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1212.44,Non Default,3373,Police Mutual,Great,1,0,4.20,Repaid,2015-07-21,0,0.00,Other,0,1,2018-04-30, ,,11500.00,"11,500",212.68,484,Closed,2019-12-31,96,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,2935.19,Non Default,8327,Police Mutual,Great,0,0,5.90,Repaid,2016-08-17,0,0.00,Car purchase,0,0,, ,,21000.00,"21,000",404.45,545,Closed,,83,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,629.58,Non Default,988,Police Mutual,Great,0,0,4.20,Repaid,2016-03-23,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",226.56,496,Closed,,88,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,465.65,Non Default,2663,Police Mutual,Great,0,0,4.90,Repaid,2016-08-09,0,0.00,Car purchase,0,0,, ,,6000.00,"6,000",179.8,537,Closed,,83,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,4541.68,Non Default,1819,Police Mutual,Good,0,0,11.90,Repaid,2016-10-24,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",329.15,371,Closed,,81,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1358.09,Non Default,22781,Police Mutual,Great,0,0,4.90,Repaid,2018-01-31,0,0.00,Debt Consolidation,0,0,, ,,14100.00,"14,100",264.79,459,Closed,,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,765.94,Non Default,1482,Police Mutual,Good,3,0,7.90,Repaid,2016-01-28,0,0.00,Wedding loan,0,1,2017-08-29, ,,4000.00,"4,000",80.46,421,Closed,2019-10-29,90,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,544.96,Non Default,8049,Police Mutual,Great,0,0,4.90,Repaid,2016-04-06,0,0.00,Home Improvements,0,0,, ,,7000.00,"7,000",209.84,523,Closed,,87,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1601.94,Non Default,343,Police Mutual,Great,0,0,5.90,Repaid,2016-07-01,0,0.00,Debt Consolidation,0,0,, ,,18500.00,"18,500",432.32,457,Closed,,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
