Loan Term (months),Default Amount,Servicer Fee,SeniorLoanStatus,OutstandingBalance,Product,TotalInterestPaid,Default - Servicer Definition,Unique ID,Employer,Bucket,MaxArrears,TermOutstanding,APR/Interest Rate,LoanStatus,Start Date,CCJ_LTM,OPB,PurposeOfLoan,Unnamed: 16,DelinquentEver,DelinquentEverDate,BorrowerStatus,Default Date,TotalCapitalPaid,Original Principal Balance,MonthlyPayment,Credit Score,DelinquentAccountStatus,MaxArrearsDate,Seasoning,Currency_Name,Eligibility Flag,Days Past Due,Status of Loan,Country,LTV (for secured products),Currency
60,,2.00,Default,0.00,Neyber Loan,1990.61,Non Default,33832,Police Mutual,Great,0,0,8.90,Repaid,2019-07-16,0,0.00,Debt Consolidation,0,0,,Cleared Arrears ,,12500.00,"12,500",256.19,527,Closed,,48,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,626.92,Non Default,8412,Police Mutual,Great,0,0,4.90,Repaid,2016-06-10,0,0.00,Wedding loan,0,0,, ,,5000.00,"5,000",94.15,482,Closed,,85,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,156.64,Non Default,24546,Police Mutual,Great,0,0,8.90,Repaid,2018-04-26,0,0.00,Home Improvements,0,0,, ,,2000.00,"2,000",49.35,429,Closed,,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2945.49,Non Default,31782,Police Mutual,Great,0,0,8.90,Repaid,2019-03-25,0,0.00,Debt Consolidation,0,0,, ,,20000.00,"20,000",411.36,520,Closed,,52,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1010.35,Non Default,12088,Police Mutual,Great,0,0,4.90,Repaid,2017-11-02,0,0.00,Home Improvements,0,0,,,,8000.00,"8,000",150.21,452,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Up-To-Date,116.00,Neyber Loan,1615.66,Non Default,34307,Police Mutual,OK,0,1,18.90,Active,2019-08-12,0,114.31,Home Improvements,0,0,,,,3885.69,"4,000",117.05,293,Up-To-Date,,47,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,2348.03,Non Default,30312,Police Mutual,OK,4,0,14.90,Repaid,2019-01-15,0,0.00,Debt Consolidation,0,1,2020-12-31,,2022-06-28,10000.00,"10,000",341.63,240,Closed,2022-02-28,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1012.67,Non Default,12169,Police Mutual,Great,4,0,4.90,Repaid,2017-11-28,0,0.00,Car purchase,0,1,2022-12-22,,2023-04-21,8000.00,"8,000",150.21,513,Closed,2022-12-22,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2655.31,Non Default,28143,Police Mutual,Great,4,0,6.90,Repaid,2018-09-30,0,0.00,Debt Consolidation,0,1,2020-12-29,Cleared Arrears ,2021-05-29,23000.00,"23,000",452.08,455,Closed,2021-01-29,58,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,191.61,Non Default,30426,Police Mutual,Great,0,0,8.90,Repaid,2019-01-22,0,0.00,Car purchase,0,0,, ,,3000.00,"3,000",136.44,517,Closed,,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1270.40,Non Default,11980,Police Mutual,Great,0,0,4.90,Repaid,2017-11-06,0,0.00,Car purchase,0,0,,,,10000.00,"10,000",187.77,450,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,73.08,Non Default,24373,Police Mutual,Good,0,0,9.90,Repaid,2018-04-13,0,0.00,Home Improvements,0,0,, ,,2500.00,"2,500",52.48,397,Closed,,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1494.48,Non Default,11654,Police Mutual,Good,0,0,9.90,Repaid,2017-10-11,0,0.00,Debt Consolidation,0,0,, ,,8000.00,"8,000",200.9,388,Closed,,69,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,2.00,Default,0.00,Neyber Loan,562.45,Non Default,35870,Police Mutual,Good,2,0,13.90,Repaid,2019-10-26,0,0.00,Debt Consolidation,0,1,2020-12-31,,,2600.00,"2,600",87.71,386,Closed,2022-09-30,45,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,169.41,Non Default,35250,Police Mutual,Great,0,0,8.90,Repaid,2019-09-27,0,0.00,Debt Consolidation,0,0,, ,,2500.00,"2,500",113.38,483,Closed,,46,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,894.52,Non Default,23732,Police Mutual,Great,0,0,4.90,Repaid,2018-03-19,0,0.00,Debt Consolidation,0,0,,,,7000.00,"7,000",131.59,615,Closed,,64,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,340.89,Non Default,24950,Police Mutual,Great,0,0,4.90,Repaid,2018-05-15,0,0.00,Car purchase,0,0,, ,,5000.00,"5,000",114.68,460,Closed,,62,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,290.63,Non Default,11383,Police Mutual,Great,0,0,4.90,Repaid,2017-09-18,0,0.00,Debt Consolidation,0,0,, ,,9000.00,"9,000",394.01,460,Closed,,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,4584.82,Neyber Loan,3229.68,Non Default,35325,Police Mutual,Great,0,15,8.90,Active,2019-10-02,0,4362.48,Debt Consolidation,0,0,,,,10637.52,"15,000",308.16,538,Up-To-Date,,45,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,266.49,Non Default,26411,Police Mutual,Great,0,0,4.90,Repaid,2018-07-12,0,0.00,Home Improvements,0,0,, ,,8000.00,"8,000",239.03,471,Closed,,60,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,916.85,Non Default,10946,Police Mutual,Good,0,0,9.90,Repaid,2017-08-16,0,0.00,Home Improvements,0,0,, ,,6000.00,"6,000",192.13,350,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,518.18,Non Default,2403,Police Mutual,Great,0,0,4.20,Repaid,2016-05-23,0,0.00,Holiday/Travel,0,0,, ,,8000.00,"8,000",236.86,509,Closed,,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,856.59,Non Default,1324,Police Mutual,Great,0,0,4.20,Repaid,2016-06-16,0,0.00,Debt Consolidation,0,0,, ,,8000.00,"8,000",148.02,535,Closed,,85,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2584.55,Non Default,11012,Police Mutual,Good,0,0,9.90,Repaid,2017-08-18,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",314.86,372,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,646.33,Non Default,7578,Police Mutual,Great,0,0,4.90,Repaid,2017-07-31,0,0.00,Other,0,0,, ,,6000.00,"6,000",112.66,526,Closed,,72,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,6271.89,2.00,Default,7330.36,Neyber Loan,1842.42,Default,33267,Police Mutual,Great,4,32,8.90,Active,2019-06-19,0,6271.89,Debt Consolidation,0,1,2020-12-28,,2022-04-27,4728.11,"11,000",226.57,441,Default,2021-12-28,49,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1624.04,Non Default,7286,Police Mutual,Great,0,0,4.90,Repaid,2017-06-21,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",281.65,545,Closed,,73,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1790.14,Non Default,11021,Police Mutual,Great,0,0,6.90,Repaid,2017-08-23,0,0.00,Debt Consolidation,0,0,, ,,22000.00,"22,000",433.12,490,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,3728.66,Neyber Loan,2795.12,Non Default,35497,Police Mutual,Great,0,14,8.90,Active,2019-10-10,0,3536.12,Debt Consolidation,0,0,,,,9463.88,"13,000",266.5,534,Up-To-Date,,45,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,3130.30,2.00,Default,1563.99,Neyber Loan,2535.19,Default,31227,Police Mutual,Good,4,12,18.90,Active,2019-03-01,0,1434.56,Debt Consolidation,0,1,2019-04-25,,2021-10-26,3565.44,"5,000",125.38,367,Default,2022-06-28,52,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,274.09,Non Default,29592,Police Mutual,Great,0,0,8.90,Repaid,2018-11-30,0,0.00,Home Improvements,0,0,,Cleared Arrears ,,2000.00,"2,000",63.19,428,Closed,,56,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,215.70,Non Default,10320,Police Mutual,Great,0,0,6.90,Repaid,2016-11-17,0,0.00,Debt Consolidation,0,0,, ,,2000.00,"2,000",61.63,520,Closed,,80,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,862.16,Non Default,5518,Police Mutual,Great,0,0,4.20,Repaid,2016-12-29,0,0.00,Debt Consolidation,0,0,, ,,9900.00,"9,900",182.87,437,Closed,,79,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,896.95,Non Default,26055,Police Mutual,Great,0,0,4.90,Repaid,2018-06-29,0,0.00,Home Improvements,0,0,, ,,10000.00,"10,000",229.36,610,Closed,,61,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,4279.44,Non Default,28842,Police Mutual,Great,0,0,6.90,Repaid,2018-11-05,0,0.00,Debt Consolidation,0,0,,,,24000.00,"24,000",471.74,447,Closed,,56,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1889.16,Non Default,30352,Police Mutual,Good,0,0,4.90,Repaid,2019-01-16,0,0.00,Debt Consolidation,0,0,,PRI - Other (please leave a note) - Do not contact,,15000.00,"15,000",281.65,410,Closed,,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,759.04,Non Default,87,Police Mutual,Great,4,0,4.90,Repaid,2016-08-23,0,0.00,Car purchase,0,1,2018-06-30,Query ,2021-12-28,6000.00,"6,000",112.79,458,Closed,2021-08-30,83,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,299.60,Non Default,22765,Police Mutual,Good,0,0,9.90,Repaid,2018-02-05,0,0.00,Wedding loan,0,0,, ,,3000.00,"3,000",137.71,394,Closed,,65,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1225.85,Non Default,11615,Police Mutual,Good,0,0,9.90,Repaid,2017-10-09,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",314.86,422,Closed,,69,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1935.10,Non Default,28471,Police Mutual,Great,0,0,6.90,Repaid,2018-10-16,0,0.00,Debt Consolidation,0,0,, ,,20000.00,"20,000",393.11,468,Closed,,57,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,933.85,Non Default,33268,Police Mutual,Good,4,0,8.90,Repaid,2019-06-18,0,0.00,Debt Consolidation,0,1,2021-01-02,,2022-10-30,7000.00,"7,000",220.37,423,Closed,2022-07-02,49,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1412.65,Non Default,25911,Police Mutual,Great,0,0,4.90,Repaid,2018-06-22,0,0.00,Car purchase,0,0,,,,14000.00,"14,000",321.1,499,Closed,,61,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2931.54,Non Default,6419,Police Mutual,Good,0,0,9.90,Repaid,2017-04-06,0,0.00,Debt Consolidation,0,0,,,,11300.00,"11,300",237.2,384,Closed,,75,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Up-To-Date,905.17,Neyber Loan,540.56,Non Default,31853,Police Mutual,Great,0,9,3.90,Active,2019-03-29,0,893.64,Home Improvements,0,0,,,,4606.36,"5,500",100.92,628,Up-To-Date,,52,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,491.63,Non Default,12611,Police Mutual,Great,0,0,4.90,Repaid,2017-12-13,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",448.17,483,Closed,,67,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,260.98,Non Default,33725,Police Mutual,Great,0,0,8.90,Repaid,2019-07-11,0,0.00,Home Improvements,0,0,, ,,10000.00,"10,000",206.12,501,Closed,,48,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1720.00,Non Default,5729,Police Mutual,Great,0,0,4.90,Repaid,2017-01-17,0,0.00,Home Improvements,0,0,, ,,14100.00,"14,100",264.75,456,Closed,,78,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3990.75,Non Default,24804,Police Mutual,Great,0,0,6.90,Repaid,2018-05-10,0,0.00,Debt Consolidation,0,0,, ,,25000.00,"25,000",491.39,478,Closed,,62,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,373.94,Non Default,32088,Police Mutual,OK,0,0,18.90,Repaid,2019-04-10,0,0.00,Debt Consolidation,0,0,, ,,2000.00,"2,000",98.88,209,Closed,,51,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,938.22,Non Default,6106,Police Mutual,Good,0,0,9.90,Repaid,2017-02-17,0,0.00,Car purchase,0,0,, ,,5000.00,"5,000",104.95,364,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,9619.11,2.00,Default,0.00,Neyber Loan,349.42,Non Default,1370,Police Mutual,OK,4,0,14.90,Repaid,2017-03-13,0,0.00,Debt Consolidation,0,1,2017-06-30,Long Term Financial Difficulty - Self Help payment plan - Pending,2018-03-30,11500.00,"11,500",316.32,327,Closed,2020-06-30,76,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,188.53,Non Default,7700,Police Mutual,Great,0,0,4.90,Repaid,2017-04-18,0,0.00,Car purchase,0,0,, ,,7500.00,"7,500",140.83,539,Closed,,75,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,632.90,Non Default,23851,Police Mutual,Great,3,0,4.90,Repaid,2018-03-21,0,0.00,Home Improvements,0,1,2023-04-20,,,5000.00,"5,000",93.88,427,Closed,2023-04-20,64,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,705.35,Non Default,10306,Police Mutual,Great,0,0,4.90,Repaid,2016-04-11,0,0.00,Debt Consolidation,0,0,, ,,7000.00,"7,000",160.98,485,Closed,,87,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3089.84,Non Default,6181,Police Mutual,OK,0,0,9.90,Repaid,2017-02-21,0,0.00,Debt Consolidation,0,0,,Query ,,12000.00,"12,000",252.43,348,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3325.46,Non Default,27914,Police Mutual,Great,0,0,6.90,Repaid,2018-09-18,0,0.00,Debt Consolidation,0,0,, ,,22000.00,"22,000",432.43,459,Closed,,58,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,697.73,Non Default,24577,Police Mutual,Great,0,0,8.90,Repaid,2018-04-26,0,0.00,Debt Consolidation,0,0,,PRI - Reconciliation issues - Closed,,3000.00,"3,000",61.63,457,Closed,,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,3583.67,Neyber Loan,4831.93,Non Default,35055,Police Mutual,OK,0,14,18.90,Active,2019-09-20,0,3220.93,Debt Consolidation,0,0,,,,6979.07,"10,200",254.8,293,Up-To-Date,,46,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,251.09,1.00,Default,0.00,Neyber Loan,1655.75,Non Default,22817,Police Mutual,Great,4,0,4.90,Repaid,2018-02-07,0,0.00,Car purchase,0,1,2022-06-06,Complaint - Collections - Charges/Fees/Interest - Final Response,2023-05-06,13000.00,"13,000",244.1,545,Closed,2023-01-06,65,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,505.39,1.00,Up-To-Date,31.77,Neyber Loan,4514.93,Non Default,12360,Police Mutual,Good,4,0,6.90,Active,2017-12-07,0,31.77,Debt Consolidation,0,1,2022-06-06,PRI - DD issue - Do not contact,2023-03-06,24968.23,"25,000",491.39,423,Up-To-Date,2022-11-06,67,GBP,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,500.24,Non Default,6386,Police Mutual,Great,0,0,4.90,Repaid,2017-03-06,0,0.00,Debt Consolidation,0,0,, ,,14000.00,"14,000",418.29,460,Closed,,76,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,577.66,Non Default,11469,Police Mutual,Great,0,0,8.90,Repaid,2017-10-02,0,0.00,Other,0,0,,,,2500.00,"2,500",51.36,519,Closed,,69,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1477.13,Non Default,27997,Police Mutual,Great,0,0,4.90,Repaid,2018-09-25,0,0.00,Car purchase,0,0,,,,12400.00,"12,400",232.83,427,Closed,,58,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,541.03,Neyber Loan,1050.88,Non Default,32620,Police Mutual,OK,0,10,18.90,Active,2019-05-14,0,506.88,Wedding loan,0,0,,,,1693.12,"2,200",54.88,324,Up-To-Date,,50,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,1340.45,Non Default,41999,Police Mutual,Great,0,0,6.90,Repaid,2020-01-17,0,0.00,Debt Consolidation,0,0,,,,9500.00,"9,500",186.83,465,Closed,,42,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1101.60,Non Default,31340,Police Mutual,Great,0,0,8.90,Repaid,2019-03-06,0,0.00,Home Improvements,0,0,, ,,15000.00,"15,000",307.72,517,Closed,,52,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,371.59,Non Default,24275,Police Mutual,Great,0,0,4.90,Repaid,2018-04-20,0,0.00,Debt Consolidation,0,0,, ,,8000.00,"8,000",239.03,536,Closed,,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,670.83,Non Default,542,Police Mutual,Great,0,0,4.20,Repaid,2016-10-17,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",185.02,480,Closed,,81,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,4166.97,Non Default,12355,Police Mutual,Great,0,0,6.90,Repaid,2017-11-30,0,0.00,Debt Consolidation,0,0,, ,,25000.00,"25,000",491.39,431,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1775.84,Non Default,4272,Police Mutual,Great,0,0,5.90,Repaid,2016-04-14,0,0.00,Debt Consolidation,0,0,, ,,25000.00,"25,000",481.68,501,Closed,,87,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,725.39,Non Default,11110,Police Mutual,Great,0,0,4.90,Repaid,2017-08-22,0,0.00,Home Improvements,0,0,, ,,14000.00,"14,000",263.21,436,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,2.00,Default,0.00,Neyber Loan,410.88,Non Default,10844,Police Mutual,Great,0,0,8.90,Repaid,2017-08-16,0,0.00,Home Improvements,0,0,, ,,2900.00,"2,900",91.96,440,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1791.29,Non Default,23827,Police Mutual,OK,0,0,14.90,Repaid,2018-03-22,0,0.00,Debt Consolidation,0,0,, ,,6500.00,"6,500",177.52,340,Closed,,64,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1518.92,Non Default,12928,Police Mutual,Great,0,0,4.90,Repaid,2018-01-25,0,0.00,Home Improvements,0,0,,,,12000.00,"12,000",225.32,542,Closed,,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,1244.09,Non Default,1078,Police Mutual,OK,0,0,11.90,Repaid,2016-03-29,0,0.00,Debt Consolidation,0,0,, ,,7000.00,"7,000",230.36,345,Closed,,88,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1266.05,Non Default,24705,Police Mutual,Great,0,0,4.90,Repaid,2018-05-01,0,0.00,Car purchase,0,0,,,,10000.00,"10,000",187.77,531,Closed,,62,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,114.21,1.00,Default,95.63,Neyber Loan,1037.64,Default,33421,Police Mutual,OK,4,1,18.90,Active,2019-06-25,0,95.63,Home Improvements,0,1,2021-01-03,Third Party Forbearance - Debt Management Plan - Confirmed,2022-10-31,3404.37,"3,500",126.03,294,Default,2022-07-03,49,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,610.94,Non Default,12635,Police Mutual,Good,0,0,9.90,Repaid,2017-12-14,0,0.00,Other,0,0,, ,,10000.00,"10,000",209.91,384,Closed,,67,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Up-To-Date,2252.79,Neyber Loan,1736.34,Non Default,34477,Police Mutual,Great,1,14,8.90,Active,2019-08-23,0,2134.52,Home Improvements,0,1,2021-01-01,,,5865.48,"8,000",164.7,452,Up-To-Date,2022-12-01,47,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,248.02,Non Default,26591,Police Mutual,Great,0,0,4.90,Repaid,2018-07-20,0,0.00,Debt Consolidation,0,0,, ,,7000.00,"7,000",160.55,450,Closed,,60,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,805.28,Non Default,4232,Police Mutual,Great,0,0,4.20,Repaid,2016-06-06,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",226.98,530,Closed,,85,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2396.44,Non Default,6558,Police Mutual,OK,0,0,14.90,Repaid,2017-03-20,0,0.00,Debt Consolidation,0,0,, ,,11000.00,"11,000",255.78,311,Closed,,76,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,452.76,Non Default,28092,Police Mutual,Great,0,0,4.90,Repaid,2018-09-27,0,0.00,Home Improvements,0,0,, ,,6000.00,"6,000",179.27,528,Closed,,58,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,10668.70,1.00,Default,14343.85,Neyber Loan,3834.14,Default,33395,Police Mutual,Good,4,52,13.90,Active,2019-06-25,0,10668.72,Debt Consolidation,0,1,2021-02-28,Long Term Financial Difficulty - Debt Management Plan - Pending,2021-07-26,1331.28,"12,000",273.96,383,Default,2021-11-28,49,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,321.49,Non Default,7133,Police Mutual,Great,0,0,8.90,Repaid,2017-07-06,0,0.00,Home Improvements,0,0,, ,,2500.00,"2,500",51.36,529,Closed,,72,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
